task,activities_std,epa_normalized_variant_entropy,eventropy_trace,mean_variant_occurrence,ratio_variants_per_number_of_traces,start_activities_median,trace_len_coefficient_variation
task_1637,120522.25,0.0,13.36,1.0,0.47,150370.0,0.68
task_1638,120522.25,0.0,13.36,1.0,0.47,150370.0,4.74
task_1639,120522.25,0.0,13.36,1.0,1.0,1.0,0.0
task_1640,120522.25,0.0,13.36,1.0,1.0,1.0,0.68
task_1641,120522.25,0.0,13.36,1.0,1.0,1.0,4.74
task_1642,120522.25,0.0,13.36,1.0,1.0,7975.71,0.0
task_1643,120522.25,0.0,13.36,1.0,1.0,7975.71,0.68
task_1644,120522.25,0.0,13.36,1.0,1.0,7975.71,4.74
task_1645,120522.25,0.0,13.36,1.0,1.0,150370.0,0.0
task_1646,120522.25,0.0,13.36,1.0,1.0,150370.0,0.68
task_1647,120522.25,0.0,13.36,1.0,1.0,150370.0,4.74
task_1648,120522.25,0.0,13.36,838.6,0.0,1.0,0.0
task_1649,120522.25,0.0,13.36,838.6,0.0,1.0,0.68
task_1650,120522.25,0.0,13.36,838.6,0.0,1.0,4.74
task_1651,120522.25,0.0,13.36,838.6,0.0,7975.71,0.0
task_1652,120522.25,0.0,13.36,838.6,0.0,7975.71,0.68
task_1653,120522.25,0.0,13.36,838.6,0.0,7975.71,4.74
task_1654,120522.25,0.0,13.36,838.6,0.0,150370.0,0.0
task_1655,120522.25,0.0,13.36,838.6,0.0,150370.0,0.68
task_1656,120522.25,0.0,13.36,838.6,0.0,150370.0,4.74
task_1657,120522.25,0.0,13.36,838.6,0.47,1.0,0.0
task_1658,120522.25,0.0,13.36,838.6,0.47,1.0,0.68
task_1659,120522.25,0.0,13.36,838.6,0.47,1.0,4.74
task_1660,120522.25,0.0,13.36,838.6,0.47,7975.71,0.0
task_1661,120522.25,0.0,13.36,838.6,0.47,7975.71,0.68
task_1662,120522.25,0.0,13.36,838.6,0.47,7975.71,4.74
task_1663,120522.25,0.0,13.36,838.6,0.47,150370.0,0.0
task_1664,120522.25,0.0,13.36,838.6,0.47,150370.0,0.68
task_1665,120522.25,0.0,13.36,838.6,0.47,150370.0,4.74
task_1666,120522.25,0.0,13.36,838.6,1.0,1.0,0.0
task_1667,120522.25,0.0,13.36,838.6,1.0,1.0,0.68
task_1668,120522.25,0.0,13.36,838.6,1.0,1.0,4.74
task_1669,120522.25,0.0,13.36,838.6,1.0,7975.71,0.0
task_1670,120522.25,0.0,13.36,838.6,1.0,7975.71,0.68
task_1671,120522.25,0.0,13.36,838.6,1.0,7975.71,4.74
task_1672,120522.25,0.0,13.36,838.6,1.0,150370.0,0.0
task_1673,120522.25,0.0,13.36,838.6,1.0,150370.0,0.68
task_1674,120522.25,0.0,13.36,838.6,1.0,150370.0,4.74
task_1675,120522.25,0.0,13.36,24500.67,0.0,1.0,0.0
task_1676,120522.25,0.0,13.36,24500.67,0.0,1.0,0.68
task_1677,120522.25,0.0,13.36,24500.67,0.0,1.0,4.74
task_1678,120522.25,0.0,13.36,24500.67,0.0,7975.71,0.0
task_1679,120522.25,0.0,13.36,24500.67,0.0,7975.71,0.68
task_1680,120522.25,0.0,13.36,24500.67,0.0,7975.71,4.74
task_1681,120522.25,0.0,13.36,24500.67,0.0,150370.0,0.0
task_1682,120522.25,0.0,13.36,24500.67,0.0,150370.0,0.68
task_1683,120522.25,0.0,13.36,24500.67,0.0,150370.0,4.74
task_1684,120522.25,0.0,13.36,24500.67,0.47,1.0,0.0
task_1685,120522.25,0.0,13.36,24500.67,0.47,1.0,0.68
task_1686,120522.25,0.0,13.36,24500.67,0.47,1.0,4.74
task_1687,120522.25,0.0,13.36,24500.67,0.47,7975.71,0.0
task_1688,120522.25,0.0,13.36,24500.67,0.47,7975.71,0.68
task_1689,120522.25,0.0,13.36,24500.67,0.47,7975.71,4.74
task_1690,120522.25,0.0,13.36,24500.67,0.47,150370.0,0.0
task_1691,120522.25,0.0,13.36,24500.67,0.47,150370.0,0.68
task_1692,120522.25,0.0,13.36,24500.67,0.47,150370.0,4.74
task_1693,120522.25,0.0,13.36,24500.67,1.0,1.0,0.0
task_1694,120522.25,0.0,13.36,24500.67,1.0,1.0,0.68
task_1695,120522.25,0.0,13.36,24500.67,1.0,1.0,4.74
task_1696,120522.25,0.0,13.36,24500.67,1.0,7975.71,0.0
task_1697,120522.25,0.0,13.36,24500.67,1.0,7975.71,0.68
task_1698,120522.25,0.0,13.36,24500.67,1.0,7975.71,4.74
task_1699,120522.25,0.0,13.36,24500.67,1.0,150370.0,0.0
task_1700,120522.25,0.0,13.36,24500.67,1.0,150370.0,0.68
task_1701,120522.25,0.0,13.36,24500.67,1.0,150370.0,4.74
task_1702,120522.25,0.68,0.0,1.0,0.0,1.0,0.0
task_1703,120522.25,0.68,0.0,1.0,0.0,1.0,0.68
task_1704,120522.25,0.68,0.0,1.0,0.0,1.0,4.74
task_1705,120522.25,0.68,0.0,1.0,0.0,7975.71,0.0
task_1706,120522.25,0.68,0.0,1.0,0.0,7975.71,0.68
task_1707,120522.25,0.68,0.0,1.0,0.0,7975.71,4.74
task_1708,120522.25,0.68,0.0,1.0,0.0,150370.0,0.0
task_1709,120522.25,0.68,0.0,1.0,0.0,150370.0,0.68
task_1710,120522.25,0.68,0.0,1.0,0.0,150370.0,4.74
task_1711,120522.25,0.68,0.0,1.0,0.47,1.0,0.0
task_1712,120522.25,0.68,0.0,1.0,0.47,1.0,0.68
task_1713,120522.25,0.68,0.0,1.0,0.47,1.0,4.74
task_1714,120522.25,0.68,0.0,1.0,0.47,7975.71,0.0
task_1715,120522.25,0.68,0.0,1.0,0.47,7975.71,0.68
task_1716,120522.25,0.68,0.0,1.0,0.47,7975.71,4.74
task_1717,120522.25,0.68,0.0,1.0,0.47,150370.0,0.0
task_1718,120522.25,0.68,0.0,1.0,0.47,150370.0,0.68
task_1719,120522.25,0.68,0.0,1.0,0.47,150370.0,4.74
task_1720,120522.25,0.68,0.0,1.0,1.0,1.0,0.0
task_1721,120522.25,0.68,0.0,1.0,1.0,1.0,0.68
task_1722,120522.25,0.68,0.0,1.0,1.0,1.0,4.74
task_1723,120522.25,0.68,0.0,1.0,1.0,7975.71,0.0
task_1724,120522.25,0.68,0.0,1.0,1.0,7975.71,0.68
task_1725,120522.25,0.68,0.0,1.0,1.0,7975.71,4.74
task_1726,120522.25,0.68,0.0,1.0,1.0,150370.0,0.0
task_1727,120522.25,0.68,0.0,1.0,1.0,150370.0,0.68
task_1728,120522.25,0.68,0.0,1.0,1.0,150370.0,4.74
task_1729,120522.25,0.68,0.0,838.6,0.0,1.0,0.0
task_1730,120522.25,0.68,0.0,838.6,0.0,1.0,0.68
task_1731,120522.25,0.68,0.0,838.6,0.0,1.0,4.74
task_1732,120522.25,0.68,0.0,838.6,0.0,7975.71,0.0
task_1733,120522.25,0.68,0.0,838.6,0.0,7975.71,0.68
task_1734,120522.25,0.68,0.0,838.6,0.0,7975.71,4.74
task_1735,120522.25,0.68,0.0,838.6,0.0,150370.0,0.0
task_1736,120522.25,0.68,0.0,838.6,0.0,150370.0,0.68
task_1737,120522.25,0.68,0.0,838.6,0.0,150370.0,4.74
task_1738,120522.25,0.68,0.0,838.6,0.47,1.0,0.0
task_1739,120522.25,0.68,0.0,838.6,0.47,1.0,0.68
task_1740,120522.25,0.68,0.0,838.6,0.47,1.0,4.74
task_1741,120522.25,0.68,0.0,838.6,0.47,7975.71,0.0
task_1742,120522.25,0.68,0.0,838.6,0.47,7975.71,0.68
task_1743,120522.25,0.68,0.0,838.6,0.47,7975.71,4.74
task_1744,120522.25,0.68,0.0,838.6,0.47,150370.0,0.0
task_1745,120522.25,0.68,0.0,838.6,0.47,150370.0,0.68
task_1746,120522.25,0.68,0.0,838.6,0.47,150370.0,4.74
task_1747,120522.25,0.68,0.0,838.6,1.0,1.0,0.0
task_1748,120522.25,0.68,0.0,838.6,1.0,1.0,0.68
task_1749,120522.25,0.68,0.0,838.6,1.0,1.0,4.74
task_1750,120522.25,0.68,0.0,838.6,1.0,7975.71,0.0
task_1751,120522.25,0.68,0.0,838.6,1.0,7975.71,0.68
task_1752,120522.25,0.68,0.0,838.6,1.0,7975.71,4.74
task_1753,120522.25,0.68,0.0,838.6,1.0,150370.0,0.0
task_1754,120522.25,0.68,0.0,838.6,1.0,150370.0,0.68
task_1755,120522.25,0.68,0.0,838.6,1.0,150370.0,4.74
task_1756,120522.25,0.68,0.0,24500.67,0.0,1.0,0.0
task_1757,120522.25,0.68,0.0,24500.67,0.0,1.0,0.68
task_1758,120522.25,0.68,0.0,24500.67,0.0,1.0,4.74
task_1759,120522.25,0.68,0.0,24500.67,0.0,7975.71,0.0
task_1760,120522.25,0.68,0.0,24500.67,0.0,7975.71,0.68
task_1761,120522.25,0.68,0.0,24500.67,0.0,7975.71,4.74
task_1762,120522.25,0.68,0.0,24500.67,0.0,150370.0,0.0
task_1763,120522.25,0.68,0.0,24500.67,0.0,150370.0,0.68
task_1764,120522.25,0.68,0.0,24500.67,0.0,150370.0,4.74
task_1765,120522.25,0.68,0.0,24500.67,0.47,1.0,0.0
task_1766,120522.25,0.68,0.0,24500.67,0.47,1.0,0.68
task_1767,120522.25,0.68,0.0,24500.67,0.47,1.0,4.74
task_1768,120522.25,0.68,0.0,24500.67,0.47,7975.71,0.0
task_1769,120522.25,0.68,0.0,24500.67,0.47,7975.71,0.68
task_1770,120522.25,0.68,0.0,24500.67,0.47,7975.71,4.74
task_1771,120522.25,0.68,0.0,24500.67,0.47,150370.0,0.0
task_1772,120522.25,0.68,0.0,24500.67,0.47,150370.0,0.68
task_1773,120522.25,0.68,0.0,24500.67,0.47,150370.0,4.74
task_1774,120522.25,0.68,0.0,24500.67,1.0,1.0,0.0
task_1775,120522.25,0.68,0.0,24500.67,1.0,1.0,0.68
task_1776,120522.25,0.68,0.0,24500.67,1.0,1.0,4.74
task_1777,120522.25,0.68,0.0,24500.67,1.0,7975.71,0.0
task_1778,120522.25,0.68,0.0,24500.67,1.0,7975.71,0.68
task_1779,120522.25,0.68,0.0,24500.67,1.0,7975.71,4.74
task_1780,120522.25,0.68,0.0,24500.67,1.0,150370.0,0.0
task_1781,120522.25,0.68,0.0,24500.67,1.0,150370.0,0.68
task_1782,120522.25,0.68,0.0,24500.67,1.0,150370.0,4.74
task_1783,120522.25,0.68,6.24,1.0,0.0,1.0,0.0
task_1784,120522.25,0.68,6.24,1.0,0.0,1.0,0.68
task_1785,120522.25,0.68,6.24,1.0,0.0,1.0,4.74
task_1786,120522.25,0.68,6.24,1.0,0.0,7975.71,0.0
task_1787,120522.25,0.68,6.24,1.0,0.0,7975.71,0.68
task_1788,120522.25,0.68,6.24,1.0,0.0,7975.71,4.74
task_1789,120522.25,0.68,6.24,1.0,0.0,150370.0,0.0
task_1790,120522.25,0.68,6.24,1.0,0.0,150370.0,0.68
task_1791,120522.25,0.68,6.24,1.0,0.0,150370.0,4.74
task_1792,120522.25,0.68,6.24,1.0,0.47,1.0,0.0
task_1793,120522.25,0.68,6.24,1.0,0.47,1.0,0.68
task_1794,120522.25,0.68,6.24,1.0,0.47,1.0,4.74
task_1795,120522.25,0.68,6.24,1.0,0.47,7975.71,0.0
task_1796,120522.25,0.68,6.24,1.0,0.47,7975.71,0.68
task_1797,120522.25,0.68,6.24,1.0,0.47,7975.71,4.74
task_1798,120522.25,0.68,6.24,1.0,0.47,150370.0,0.0
task_1799,120522.25,0.68,6.24,1.0,0.47,150370.0,0.68
task_1800,120522.25,0.68,6.24,1.0,0.47,150370.0,4.74
task_1801,120522.25,0.68,6.24,1.0,1.0,1.0,0.0
task_1802,120522.25,0.68,6.24,1.0,1.0,1.0,0.68
task_1803,120522.25,0.68,6.24,1.0,1.0,1.0,4.74
task_1804,120522.25,0.68,6.24,1.0,1.0,7975.71,0.0
task_1805,120522.25,0.68,6.24,1.0,1.0,7975.71,0.68
task_1806,120522.25,0.68,6.24,1.0,1.0,7975.71,4.74
task_1807,120522.25,0.68,6.24,1.0,1.0,150370.0,0.0
task_1808,120522.25,0.68,6.24,1.0,1.0,150370.0,0.68
task_1809,120522.25,0.68,6.24,1.0,1.0,150370.0,4.74
task_1810,120522.25,0.68,6.24,838.6,0.0,1.0,0.0
task_1811,120522.25,0.68,6.24,838.6,0.0,1.0,0.68
task_1812,120522.25,0.68,6.24,838.6,0.0,1.0,4.74
task_1813,120522.25,0.68,6.24,838.6,0.0,7975.71,0.0
task_1814,120522.25,0.68,6.24,838.6,0.0,7975.71,0.68
task_1815,120522.25,0.68,6.24,838.6,0.0,7975.71,4.74
task_1816,120522.25,0.68,6.24,838.6,0.0,150370.0,0.0
task_1817,120522.25,0.68,6.24,838.6,0.0,150370.0,0.68
task_1818,120522.25,0.68,6.24,838.6,0.0,150370.0,4.74
task_1819,120522.25,0.68,6.24,838.6,0.47,1.0,0.0
task_1820,120522.25,0.68,6.24,838.6,0.47,1.0,0.68
task_1821,120522.25,0.68,6.24,838.6,0.47,1.0,4.74
task_1822,120522.25,0.68,6.24,838.6,0.47,7975.71,0.0
task_1823,120522.25,0.68,6.24,838.6,0.47,7975.71,0.68
task_1824,120522.25,0.68,6.24,838.6,0.47,7975.71,4.74
task_1825,120522.25,0.68,6.24,838.6,0.47,150370.0,0.0
task_1826,120522.25,0.68,6.24,838.6,0.47,150370.0,0.68
task_1827,120522.25,0.68,6.24,838.6,0.47,150370.0,4.74
task_1828,120522.25,0.68,6.24,838.6,1.0,1.0,0.0
task_1829,120522.25,0.68,6.24,838.6,1.0,1.0,0.68
task_1830,120522.25,0.68,6.24,838.6,1.0,1.0,4.74
task_1831,120522.25,0.68,6.24,838.6,1.0,7975.71,0.0
task_1832,120522.25,0.68,6.24,838.6,1.0,7975.71,0.68
task_1833,120522.25,0.68,6.24,838.6,1.0,7975.71,4.74
task_1834,120522.25,0.68,6.24,838.6,1.0,150370.0,0.0
task_1835,120522.25,0.68,6.24,838.6,1.0,150370.0,0.68
task_1836,120522.25,0.68,6.24,838.6,1.0,150370.0,4.74
task_1837,120522.25,0.68,6.24,24500.67,0.0,1.0,0.0
task_1838,120522.25,0.68,6.24,24500.67,0.0,1.0,0.68
task_1839,120522.25,0.68,6.24,24500.67,0.0,1.0,4.74
task_1840,120522.25,0.68,6.24,24500.67,0.0,7975.71,0.0
task_1841,120522.25,0.68,6.24,24500.67,0.0,7975.71,0.68
task_1842,120522.25,0.68,6.24,24500.67,0.0,7975.71,4.74
task_1843,120522.25,0.68,6.24,24500.67,0.0,150370.0,0.0
task_1844,120522.25,0.68,6.24,24500.67,0.0,150370.0,0.68
task_1845,120522.25,0.68,6.24,24500.67,0.0,150370.0,4.74
task_1846,120522.25,0.68,6.24,24500.67,0.47,1.0,0.0
task_1847,120522.25,0.68,6.24,24500.67,0.47,1.0,0.68
task_1848,120522.25,0.68,6.24,24500.67,0.47,1.0,4.74
task_1849,120522.25,0.68,6.24,24500.67,0.47,7975.71,0.0
task_1850,120522.25,0.68,6.24,24500.67,0.47,7975.71,0.68
task_1851,120522.25,0.68,6.24,24500.67,0.47,7975.71,4.74
task_1852,120522.25,0.68,6.24,24500.67,0.47,150370.0,0.0
task_1853,120522.25,0.68,6.24,24500.67,0.47,150370.0,0.68
task_1854,120522.25,0.68,6.24,24500.67,0.47,150370.0,4.74
task_1855,120522.25,0.68,6.24,24500.67,1.0,1.0,0.0
task_1856,120522.25,0.68,6.24,24500.67,1.0,1.0,0.68
task_1857,120522.25,0.68,6.24,24500.67,1.0,1.0,4.74
task_1858,120522.25,0.68,6.24,24500.67,1.0,7975.71,0.0
task_1859,120522.25,0.68,6.24,24500.67,1.0,7975.71,0.68
task_1860,120522.25,0.68,6.24,24500.67,1.0,7975.71,4.74
task_1861,120522.25,0.68,6.24,24500.67,1.0,150370.0,0.0
task_1862,120522.25,0.68,6.24,24500.67,1.0,150370.0,0.68
task_1863,120522.25,0.68,6.24,24500.67,1.0,150370.0,4.74
task_1864,120522.25,0.68,13.36,1.0,0.0,1.0,0.0
task_1865,120522.25,0.68,13.36,1.0,0.0,1.0,0.68
task_1866,120522.25,0.68,13.36,1.0,0.0,1.0,4.74
task_1867,120522.25,0.68,13.36,1.0,0.0,7975.71,0.0
task_1868,120522.25,0.68,13.36,1.0,0.0,7975.71,0.68
task_1869,120522.25,0.68,13.36,1.0,0.0,7975.71,4.74
task_1870,120522.25,0.68,13.36,1.0,0.0,150370.0,0.0
task_1871,120522.25,0.68,13.36,1.0,0.0,150370.0,0.68
task_1872,120522.25,0.68,13.36,1.0,0.0,150370.0,4.74
task_1873,120522.25,0.68,13.36,1.0,0.47,1.0,0.0
task_1874,120522.25,0.68,13.36,1.0,0.47,1.0,0.68
task_1875,120522.25,0.68,13.36,1.0,0.47,1.0,4.74
task_1876,120522.25,0.68,13.36,1.0,0.47,7975.71,0.0
task_1877,120522.25,0.68,13.36,1.0,0.47,7975.71,0.68
task_1878,120522.25,0.68,13.36,1.0,0.47,7975.71,4.74
task_1879,120522.25,0.68,13.36,1.0,0.47,150370.0,0.0
task_1880,120522.25,0.68,13.36,1.0,0.47,150370.0,0.68
task_1881,120522.25,0.68,13.36,1.0,0.47,150370.0,4.74
task_1882,120522.25,0.68,13.36,1.0,1.0,1.0,0.0
task_1883,120522.25,0.68,13.36,1.0,1.0,1.0,0.68
task_1884,120522.25,0.68,13.36,1.0,1.0,1.0,4.74
task_1885,120522.25,0.68,13.36,1.0,1.0,7975.71,0.0
task_1886,120522.25,0.68,13.36,1.0,1.0,7975.71,0.68
task_1887,120522.25,0.68,13.36,1.0,1.0,7975.71,4.74
task_1888,120522.25,0.68,13.36,1.0,1.0,150370.0,0.0
task_1889,120522.25,0.68,13.36,1.0,1.0,150370.0,0.68
task_1890,120522.25,0.68,13.36,1.0,1.0,150370.0,4.74
task_1891,120522.25,0.68,13.36,838.6,0.0,1.0,0.0
task_1892,120522.25,0.68,13.36,838.6,0.0,1.0,0.68
task_1893,120522.25,0.68,13.36,838.6,0.0,1.0,4.74
task_1894,120522.25,0.68,13.36,838.6,0.0,7975.71,0.0
task_1895,120522.25,0.68,13.36,838.6,0.0,7975.71,0.68
task_1896,120522.25,0.68,13.36,838.6,0.0,7975.71,4.74
task_1897,120522.25,0.68,13.36,838.6,0.0,150370.0,0.0
task_1898,120522.25,0.68,13.36,838.6,0.0,150370.0,0.68
task_1899,120522.25,0.68,13.36,838.6,0.0,150370.0,4.74
task_1900,120522.25,0.68,13.36,838.6,0.47,1.0,0.0
task_1901,120522.25,0.68,13.36,838.6,0.47,1.0,0.68
task_1902,120522.25,0.68,13.36,838.6,0.47,1.0,4.74
task_1903,120522.25,0.68,13.36,838.6,0.47,7975.71,0.0
task_1904,120522.25,0.68,13.36,838.6,0.47,7975.71,0.68
task_1905,120522.25,0.68,13.36,838.6,0.47,7975.71,4.74
task_1906,120522.25,0.68,13.36,838.6,0.47,150370.0,0.0
task_1907,120522.25,0.68,13.36,838.6,0.47,150370.0,0.68
task_1908,120522.25,0.68,13.36,838.6,0.47,150370.0,4.74
task_1909,120522.25,0.68,13.36,838.6,1.0,1.0,0.0
task_1910,120522.25,0.68,13.36,838.6,1.0,1.0,0.68
task_1911,120522.25,0.68,13.36,838.6,1.0,1.0,4.74
task_1912,120522.25,0.68,13.36,838.6,1.0,7975.71,0.0
task_1913,120522.25,0.68,13.36,838.6,1.0,7975.71,0.68
task_1914,120522.25,0.68,13.36,838.6,1.0,7975.71,4.74
task_1915,120522.25,0.68,13.36,838.6,1.0,150370.0,0.0
task_1916,120522.25,0.68,13.36,838.6,1.0,150370.0,0.68
task_1917,120522.25,0.68,13.36,838.6,1.0,150370.0,4.74
task_1918,120522.25,0.68,13.36,24500.67,0.0,1.0,0.0
task_1919,120522.25,0.68,13.36,24500.67,0.0,1.0,0.68
task_1920,120522.25,0.68,13.36,24500.67,0.0,1.0,4.74
task_1921,120522.25,0.68,13.36,24500.67,0.0,7975.71,0.0
task_1922,120522.25,0.68,13.36,24500.67,0.0,7975.71,0.68
task_1923,120522.25,0.68,13.36,24500.67,0.0,7975.71,4.74
task_1924,120522.25,0.68,13.36,24500.67,0.0,150370.0,0.0
task_1925,120522.25,0.68,13.36,24500.67,0.0,150370.0,0.68
task_1926,120522.25,0.68,13.36,24500.67,0.0,150370.0,4.74
task_1927,120522.25,0.68,13.36,24500.67,0.47,1.0,0.0
task_1928,120522.25,0.68,13.36,24500.67,0.47,1.0,0.68
task_1929,120522.25,0.68,13.36,24500.67,0.47,1.0,4.74
task_1930,120522.25,0.68,13.36,24500.67,0.47,7975.71,0.0
task_1931,120522.25,0.68,13.36,24500.67,0.47,7975.71,0.68
task_1932,120522.25,0.68,13.36,24500.67,0.47,7975.71,4.74
task_1933,120522.25,0.68,13.36,24500.67,0.47,150370.0,0.0
task_1934,120522.25,0.68,13.36,24500.67,0.47,150370.0,0.68
task_1935,120522.25,0.68,13.36,24500.67,0.47,150370.0,4.74
task_1936,120522.25,0.68,13.36,24500.67,1.0,1.0,0.0
task_1937,120522.25,0.68,13.36,24500.67,1.0,1.0,0.68
task_1938,120522.25,0.68,13.36,24500.67,1.0,1.0,4.74
task_1939,120522.25,0.68,13.36,24500.67,1.0,7975.71,0.0
task_1940,120522.25,0.68,13.36,24500.67,1.0,7975.71,0.68
task_1941,120522.25,0.68,13.36,24500.67,1.0,7975.71,4.74
task_1942,120522.25,0.68,13.36,24500.67,1.0,150370.0,0.0
task_1943,120522.25,0.68,13.36,24500.67,1.0,150370.0,0.68
task_1944,120522.25,0.68,13.36,24500.67,1.0,150370.0,4.74
task_1945,120522.25,0.9,0.0,1.0,0.0,1.0,0.0
task_1946,120522.25,0.9,0.0,1.0,0.0,1.0,0.68
task_1947,120522.25,0.9,0.0,1.0,0.0,1.0,4.74
task_1948,120522.25,0.9,0.0,1.0,0.0,7975.71,0.0
task_1949,120522.25,0.9,0.0,1.0,0.0,7975.71,0.68
task_1950,120522.25,0.9,0.0,1.0,0.0,7975.71,4.74
task_1951,120522.25,0.9,0.0,1.0,0.0,150370.0,0.0
task_1952,120522.25,0.9,0.0,1.0,0.0,150370.0,0.68
task_1953,120522.25,0.9,0.0,1.0,0.0,150370.0,4.74
task_1954,120522.25,0.9,0.0,1.0,0.47,1.0,0.0
task_1955,120522.25,0.9,0.0,1.0,0.47,1.0,0.68
task_1956,120522.25,0.9,0.0,1.0,0.47,1.0,4.74
task_1957,120522.25,0.9,0.0,1.0,0.47,7975.71,0.0
task_1958,120522.25,0.9,0.0,1.0,0.47,7975.71,0.68
task_1959,120522.25,0.9,0.0,1.0,0.47,7975.71,4.74
task_1960,120522.25,0.9,0.0,1.0,0.47,150370.0,0.0
task_1961,120522.25,0.9,0.0,1.0,0.47,150370.0,0.68
task_1962,120522.25,0.9,0.0,1.0,0.47,150370.0,4.74
task_1963,120522.25,0.9,0.0,1.0,1.0,1.0,0.0
task_1964,120522.25,0.9,0.0,1.0,1.0,1.0,0.68
task_1965,120522.25,0.9,0.0,1.0,1.0,1.0,4.74
task_1966,120522.25,0.9,0.0,1.0,1.0,7975.71,0.0
task_1967,120522.25,0.9,0.0,1.0,1.0,7975.71,0.68
task_1968,120522.25,0.9,0.0,1.0,1.0,7975.71,4.74
task_1969,120522.25,0.9,0.0,1.0,1.0,150370.0,0.0
task_1970,120522.25,0.9,0.0,1.0,1.0,150370.0,0.68
task_1971,120522.25,0.9,0.0,1.0,1.0,150370.0,4.74
task_1972,120522.25,0.9,0.0,838.6,0.0,1.0,0.0
task_1973,120522.25,0.9,0.0,838.6,0.0,1.0,0.68
task_1974,120522.25,0.9,0.0,838.6,0.0,1.0,4.74
task_1975,120522.25,0.9,0.0,838.6,0.0,7975.71,0.0
task_1976,120522.25,0.9,0.0,838.6,0.0,7975.71,0.68
task_1977,120522.25,0.9,0.0,838.6,0.0,7975.71,4.74
task_1978,120522.25,0.9,0.0,838.6,0.0,150370.0,0.0
task_1979,120522.25,0.9,0.0,838.6,0.0,150370.0,0.68
task_1980,120522.25,0.9,0.0,838.6,0.0,150370.0,4.74
task_1981,120522.25,0.9,0.0,838.6,0.47,1.0,0.0
task_1982,120522.25,0.9,0.0,838.6,0.47,1.0,0.68
task_1983,120522.25,0.9,0.0,838.6,0.47,1.0,4.74
task_1984,120522.25,0.9,0.0,838.6,0.47,7975.71,0.0
task_1985,120522.25,0.9,0.0,838.6,0.47,7975.71,0.68
task_1986,120522.25,0.9,0.0,838.6,0.47,7975.71,4.74
task_1987,120522.25,0.9,0.0,838.6,0.47,150370.0,0.0
task_1988,120522.25,0.9,0.0,838.6,0.47,150370.0,0.68
task_1989,120522.25,0.9,0.0,838.6,0.47,150370.0,4.74
task_1990,120522.25,0.9,0.0,838.6,1.0,1.0,0.0
task_1991,120522.25,0.9,0.0,838.6,1.0,1.0,0.68
task_1992,120522.25,0.9,0.0,838.6,1.0,1.0,4.74
task_1993,120522.25,0.9,0.0,838.6,1.0,7975.71,0.0
task_1994,120522.25,0.9,0.0,838.6,1.0,7975.71,0.68
task_1995,120522.25,0.9,0.0,838.6,1.0,7975.71,4.74
task_1996,120522.25,0.9,0.0,838.6,1.0,150370.0,0.0
task_1997,120522.25,0.9,0.0,838.6,1.0,150370.0,0.68
task_1998,120522.25,0.9,0.0,838.6,1.0,150370.0,4.74
task_1999,120522.25,0.9,0.0,24500.67,0.0,1.0,0.0
task_2000,120522.25,0.9,0.0,24500.67,0.0,1.0,0.68
task_2001,120522.25,0.9,0.0,24500.67,0.0,1.0,4.74
task_2002,120522.25,0.9,0.0,24500.67,0.0,7975.71,0.0
task_2003,120522.25,0.9,0.0,24500.67,0.0,7975.71,0.68
task_2004,120522.25,0.9,0.0,24500.67,0.0,7975.71,4.74
task_2005,120522.25,0.9,0.0,24500.67,0.0,150370.0,0.0
task_2006,120522.25,0.9,0.0,24500.67,0.0,150370.0,0.68
task_2007,120522.25,0.9,0.0,24500.67,0.0,150370.0,4.74
task_2008,120522.25,0.9,0.0,24500.67,0.47,1.0,0.0
task_2009,120522.25,0.9,0.0,24500.67,0.47,1.0,0.68
task_2010,120522.25,0.9,0.0,24500.67,0.47,1.0,4.74
task_2011,120522.25,0.9,0.0,24500.67,0.47,7975.71,0.0
task_2012,120522.25,0.9,0.0,24500.67,0.47,7975.71,0.68
task_2013,120522.25,0.9,0.0,24500.67,0.47,7975.71,4.74
task_2014,120522.25,0.9,0.0,24500.67,0.47,150370.0,0.0
task_2015,120522.25,0.9,0.0,24500.67,0.47,150370.0,0.68
task_2016,120522.25,0.9,0.0,24500.67,0.47,150370.0,4.74
task_2017,120522.25,0.9,0.0,24500.67,1.0,1.0,0.0
task_2018,120522.25,0.9,0.0,24500.67,1.0,1.0,0.68
task_2019,120522.25,0.9,0.0,24500.67,1.0,1.0,4.74
task_2020,120522.25,0.9,0.0,24500.67,1.0,7975.71,0.0
task_2021,120522.25,0.9,0.0,24500.67,1.0,7975.71,0.68
task_2022,120522.25,0.9,0.0,24500.67,1.0,7975.71,4.74
task_2023,120522.25,0.9,0.0,24500.67,1.0,150370.0,0.0
task_2024,120522.25,0.9,0.0,24500.67,1.0,150370.0,0.68
task_2025,120522.25,0.9,0.0,24500.67,1.0,150370.0,4.74
task_2026,120522.25,0.9,6.24,1.0,0.0,1.0,0.0
task_2027,120522.25,0.9,6.24,1.0,0.0,1.0,0.68
task_2028,120522.25,0.9,6.24,1.0,0.0,1.0,4.74
task_2029,120522.25,0.9,6.24,1.0,0.0,7975.71,0.0
task_2030,120522.25,0.9,6.24,1.0,0.0,7975.71,0.68
task_2031,120522.25,0.9,6.24,1.0,0.0,7975.71,4.74
task_2032,120522.25,0.9,6.24,1.0,0.0,150370.0,0.0
task_2033,120522.25,0.9,6.24,1.0,0.0,150370.0,0.68
